chantier_id;commune_id;fid;gid;nom_voie;nom_chantier;commune;code_insee;precision_localisation;debut_chantier;fin_chantier;description_internet;avancement;importance;type_perturbation;intervenant;validite;code_importance;document_joint;url_document;geometrie_wkt
CHANTIER_413511;INSEE_69029;pvo_patrimoine_voirie.pvochantierperturbant.413511;413511;Route de Genas;Travaux BHNS;Bron;69029;Entre la rue Georges Clemenceau et le pont du périphérique L. Bonnevay;2026-02-09;2026-12-18;;Chantier en cours;Chantier perturbant;Circulation réduite;Autre;A vérifier;2;;;MULTIPOLYGON (((4.899728766774361 45.75261032168813, 4.900536631701337 45.75241785190596, 4.90069964642529 45.75237527362723, 4.90084783700759 45.75236172695063, 4.901033581727154 45.752336481113865, 4.901339369856656 45.75230701536259, 4.90199933092339 45.752183061821164, 4.90375913677015 45.751850287796664, 4.905755311616632 45.7514935995082, 4.906148237328221 45.75142280523977, 4.906324493842529 45.75139771056533, 4.906510384253098 45.75137688234425, 4.906617933144304 45.75137729383389, 4.906754231604433 45.751386079704, 4.90745564120352 45.75127246982068, 4.907388522742287 45.750974687458964, 4.9069428507700925 45.75107515363758, 4.906711136346143 45.75114324767053, 4.906539857971212 45.75122139878018, 4.906395816450896 45.75126366758518, 4.904717776312244 45.75158182930601, 4.9047044521830605 45.751562124639655, 4.9028754213966055 45.751904928856234, 4.90271744761009 45.75190978546351, 4.901142926443043 45.75220402033692, 4.901030638770415 45.75225017971991, 4.899725649839854 45.75251885608397, 4.899728766774361 45.75261032168813)))
CHANTIER_413876;INSEE_69383;pvo_patrimoine_voirie.pvochantierperturbant.413876;413876;Rue de la Villette;Travaux;Lyon 3e Arrondissement;69383;Au droit de la gare;2026-02-16;2026-06-12;;Chantier en cours;Chantier perturbant;Circulation réduite;Autre;A vérifier;2;;;MULTIPOLYGON (((4.86159101460509 45.76121142425834, 4.861654543452382 45.761206670343824, 4.861625843509329 45.760029551780214, 4.861562068033792 45.76002688091319, 4.86159101460509 45.76121142425834)))
CHANTIER_413774;INSEE_69381;pvo_patrimoine_voirie.pvochantierperturbant.413774;413774;Rue Joseph Serlin;travaux d’aménagement de voirie;Lyon 1er Arrondissement;69381;;2026-03-02;2026-10-07;;Chantier en cours;Chantier très perturbant;Circulation interdite;Autre;A vérifier;1;;;MULTIPOLYGON (((4.83507936288429 45.76742607418516, 4.835395280233242 45.76745509312895, 4.835414915222205 45.76736817923066, 4.8350951640402275 45.76733659862299, 4.83507936288429 45.76742607418516)))
CHANTIER_413979;INSEE_69259;pvo_patrimoine_voirie.pvochantierperturbant.413979;413979;Rue Antoine Billon;Travaux de voirie;Vénissieux;69259;A l'intersection avec la rue Gaspard Picard;2026-03-04;2026-12-31;;Chantier en cours;Chantier perturbant;Circulation réduite;Autre;A vérifier;2;;;MULTIPOLYGON (((4.877490353476376 45.698133286956235, 4.877701944178055 45.698082085535226, 4.877659977723892 45.698048855655934, 4.877538003882882 45.69806571250547, 4.877407506496093 45.69805408707438, 4.877490353476376 45.698133286956235)))
CHANTIER_411689;INSEE_69383;pvo_patrimoine_voirie.pvochantierperturbant.411689;411689;Rue David;Travaux BHNS;Lyon 3e Arrondissement;69383;Entre l'avenue Félix Faure et la rue de la Metallurgie;2025-10-29;2026-10-14;;Chantier en cours;Chantier très perturbant;Circulation interdite;Autre;A vérifier;1;;;MULTIPOLYGON (((4.867553154839138 45.75451512606135, 4.867649208299968 45.75454679800656, 4.867705266194056 45.75450387959067, 4.867725604745164 45.75451404450798, 4.868583717856444 45.754086973059756, 4.868514033047531 45.75402162080506, 4.867553154839138 45.75451512606135)))
CHANTIER_413985;INSEE_69383;pvo_patrimoine_voirie.pvochantierperturbant.413985;413985;Route de Genas;Travaux d'aménagement de voirie;Lyon 3e Arrondissement;69383;Entre la rue Saint-Isidore et la rue Frédéric Mistral;2026-03-20;2026-05-15;;Chantier en cours;Chantier perturbant;Circulation réduite;Autre;A vérifier;2;;;MULTIPOLYGON (((4.876216996984477 45.75496108105396, 4.878037697630923 45.755018150167174, 4.878396241430069 45.75500552971012, 4.879530109655785 45.75484943235888, 4.881236077760977 45.754626906494714, 4.883829848619256 45.754332697660836, 4.883816887031834 45.754232398361125, 4.8807569313370776 45.754611376132125, 4.878216992286843 45.75494148015621, 4.876194931583401 45.754874333632266, 4.876216996984477 45.75496108105396)))
CHANTIER_413878;INSEE_69256;pvo_patrimoine_voirie.pvochantierperturbant.413878;413878;Route de Genas;Travaux d'aménagement;Vaulx-en-Velin;69256;Entre l'avenue Roger Salengro et la rue André Chénier;2026-03-02;2026-04-30;De 7h à 17h;Chantier en cours;Chantier perturbant;Circulation réduite de jour;Autre;A vérifier;2;;;MULTIPOLYGON (((4.92355743190586 45.747254687057975, 4.926760425142362 45.746108355203425, 4.926642169194746 45.745997043533876, 4.925610401954555 45.746340784312146, 4.923602781749859 45.74711325389604, 4.923505035825645 45.74711099983584, 4.92355743190586 45.747254687057975)))
CHANTIER_413986;INSEE_69383;pvo_patrimoine_voirie.pvochantierperturbant.413986;413986;Rue Feuillat;Travaux d'aménagement de voirie;Lyon 3e Arrondissement;69383;Au Sud de la route de Genas;2026-03-20;2026-05-15;;Chantier en cours;Chantier perturbant;Circulation réduite;Autre;A vérifier;2;;;MULTIPOLYGON (((4.877261184577038 45.75455752138253, 4.877149610489078 45.75457208359156, 4.877168497974916 45.75477319271955, 4.877185075181923 45.754770798698175, 4.877211025530852 45.75486684037512, 4.87716964487093 45.75489720626166, 4.877319844325412 45.75490532915387, 4.8772965698331205 45.754888751243136, 4.877275602610474 45.75476082472968, 4.877304289728001 45.75475823084943, 4.877261184577038 45.75455752138253)))
CHANTIER_413975;INSEE_69029;pvo_patrimoine_voirie.pvochantierperturbant.413975;413975;Route de Genas;Travaux BHNS;Bron;69029;Entre la rue des Gendarmes et la rue Jacques Daligand;2026-03-23;2026-08-16;Sens Ouest/Est;Chantier en cours;Chantier perturbant;Circulation réduite;Autre;A vérifier;2;;;MULTIPOLYGON (((4.9054146692237435 45.75145118179504, 4.905529863856376 45.75154528277204, 4.905562769383796 45.75152513318185, 4.908420140501261 45.75100883971564, 4.908828337166039 45.750911839798924, 4.908690267849796 45.75072209699299, 4.908604943796234 45.75076468482717, 4.908204002378414 45.75082824545087, 4.908081300314483 45.750842061889976, 4.906573872411744 45.75121226209066, 4.906349256049488 45.75127481995839, 4.9054146692237435 45.75145118179504)))
CHANTIER_413984;INSEE_69383;pvo_patrimoine_voirie.pvochantierperturbant.413984;413984;Route de Genas;Travaux d'aménagement de voirie;Lyon 3e Arrondissement;69383;Entre la rue Dauphiné et la rue Frédéric Mistral;2026-03-20;2026-05-15;;Chantier en cours;Chantier perturbant;Circulation réduite;Autre;A vérifier;2;;;MULTIPOLYGON (((4.8756810473136785 45.754945195282886, 4.875714215289795 45.75492085787165, 4.87593231705215 45.75492915631293, 4.876006936836265 45.75494306610732, 4.876029062544069 45.75495784065717, 4.876072326701435 45.75486628880158, 4.875691161279346 45.75483256151133, 4.8756810473136785 45.754945195282886)))
CHANTIER_406123;INSEE_69266;pvo_patrimoine_voirie.pvochantierperturbant.406123;406123;Rue Armand;Travaux de voirie;Villeurbanne;69266;Entre la rue Château Gaillard et la rue Emile Dunière;2024-10-21;2026-09-30;Sens Ouest-Est;Chantier en cours;Chantier très perturbant;Circulation sens unique;Autre;A vérifier;1;;;MULTIPOLYGON (((4.883913786280067 45.77841331121974, 4.883990204202158 45.778434518187105, 4.8846814565995915 45.778660634446936, 4.884993237603751 45.77879030277849, 4.885029541144696 45.778778465485985, 4.8849612068753485 45.778725022992, 4.883965596227555 45.77838516642058, 4.883913786280067 45.77841331121974)))
CHANTIER_413998;INSEE_69286;pvo_patrimoine_voirie.pvochantierperturbant.413998;413998;Route de Genève;Travaux réseaux;Rillieux-la-Pape;69286;À l'intersection avec le Chemin des pécheurs et la montée de la Velette;2026-03-09;2026-04-30;9h-16h;Chantier en cours;Chantier perturbant;Circulation réduite;Autre;A vérifier;2;;;MULTIPOLYGON (((4.904424614152872 45.808664118258456, 4.904611119093104 45.808648202184955, 4.9045505786690375 45.808542576089486, 4.9043439011129895 45.80856309469856, 4.904424614152872 45.808664118258456)))
CHANTIER_414002;INSEE_69383;pvo_patrimoine_voirie.pvochantierperturbant.414002;414002;Avenue Félix Faure;travaux d’aménagement de voirie;Lyon 3e Arrondissement;69383;entre Rue Jeanne Hachette et Rue Frédéric Mistral;2026-03-20;2026-05-15;;Chantier en cours;Chantier perturbant;Circulation réduite;Autre;A vérifier;2;;;MULTIPOLYGON (((4.863330056585696 45.75408017363014, 4.86330238301023 45.75421591373468, 4.876056007115276 45.75576503853446, 4.8760729178478375 45.75562947234649, 4.863330056585696 45.75408017363014)))
CHANTIER_401941;INSEE_69385;pvo_patrimoine_voirie.pvochantierperturbant.401941;401941;Montée Saint-Barthélemy;Travaux d'aménagement;Lyon 5e Arrondissement;69385;Au Nord de la place de l'Antiquaire;2024-01-10;2026-12-31;;Chantier en cours;Chantier perturbant;Circulation réduite;Autre;A vérifier;2;;;MULTIPOLYGON (((4.823507431561888 45.76039606251456, 4.823399819524574 45.76046573133564, 4.823565604097221 45.76060665574039, 4.823715208393406 45.760756812448946, 4.8237573249970875 45.760812544105185, 4.823887114208555 45.760748928453374, 4.823832015457536 45.7606882775577, 4.823507431561888 45.76039606251456)))
CHANTIER_414013;INSEE_69256;pvo_patrimoine_voirie.pvochantierperturbant.414013;414013;Allée du stade;Travaux de chauffage urbain;Vaulx-en-Velin;69256;Au Sud de l'avenue Bataillon Carmagnole Liberté;2026-03-16;2026-05-29;;Chantier en cours;Chantier très perturbant;Circulation interdite;Autre;A vérifier;1;;;MULTIPOLYGON (((4.9259068619717965 45.758340749611506, 4.925683173748834 45.75835407753851, 4.925704943552953 45.75876503655505, 4.925955988273661 45.7587544262528, 4.9259068619717965 45.758340749611506)))
CHANTIER_414018;INSEE_69382;pvo_patrimoine_voirie.pvochantierperturbant.414018;414018;Pont Pasteur;travaux d’aménagement de voirie;Lyon 2e Arrondissement;69382;;2026-03-23;2026-07-31;;Chantier en cours;Chantier perturbant;Circulation réduite;Autre;A vérifier;2;;;MULTIPOLYGON (((4.82295741202417 45.73277504912408, 4.823641394134121 45.7325982625781, 4.8235695637637725 45.73244801410642, 4.822886643178937 45.73265722623118, 4.82295741202417 45.73277504912408)))
CHANTIER_414019;INSEE_69383;pvo_patrimoine_voirie.pvochantierperturbant.414019;414019;Rue de la Villette;travaux d’aménagement de voirie;Lyon 3e Arrondissement;69383;entre Cours Lafayette et Avenue Georges Pompidou;2026-03-23;2026-05-04;;Chantier en cours;Chantier perturbant;Circulation réduite;Autre;A vérifier;2;;;MULTIPOLYGON (((4.8618173423061375 45.76359393874633, 4.861992369909415 45.76358230465029, 4.861806361152136 45.759139137712076, 4.861643285434125 45.75913303645144, 4.8618173423061375 45.76359393874633)))
